Customer ID,Country,Description,StockCode,Invoice (F),InvoiceDate (R),Quantity,Price,TotalAmount (M),,,
16163,United Kingdom,Family Album White Picture Frame,22169,489679,2009-02-12 10:00:00,2,8.5,17,,,
16163,United Kingdom,Retro Spots Pudding Bowl,21537,489679,2009-02-12 10:00:00,4,4.25,17,,,
16163,United Kingdom,Hanging Jam Jar T-Light Holder,71459,489679,2009-02-12 10:00:00,12,0.85,10.2,,,
16163,United Kingdom,Edwardian Toilet Roll Unit ,21299,489679,2009-02-12 10:00:00,1,12.75,12.75,,,
16163,United Kingdom,Woodland Design  Cotton Tote Bag,21578,489679,2009-02-12 10:00:00,12,2.25,27,,,
16163,United Kingdom,Big Pink Poodle,84371,489679,2009-02-12 10:00:00,1,19.95,19.95,,,
16163,United Kingdom,Set/20 Red Spotty Paper Napkins ,21080,489679,2009-02-12 10:00:00,12,0.85,10.2,,,
16163,United Kingdom,Small Marakesh Lantern On Stick,21734,489679,2009-02-12 10:00:00,4,3.75,15,,,
16163,United Kingdom,Assorted Colour Bird Ornament,84879,489679,2009-02-12 10:00:00,8,1.69,13.52,,,
16163,United Kingdom,Red Spotty Coir Doormat,20685,489679,2009-02-12 10:00:00,6,6.75,27,,,
16163,United Kingdom,Baking Set 9 Piece Retrospot ,22138,489679,2009-02-12 10:00:00,3,4.95,14.85,,,
16163,United Kingdom,Wood 2 Drawer Cabinet White Finish,82483,489679,2009-02-12 10:00:00,3,5.95,17.85,,,
16163,United Kingdom,Snowstorm Photo Frame Fridge Magnet,22181,489679,2009-02-12 10:00:00,12,0.85,10.2,,,
16163,United Kingdom,Retro Spot Tea Set Ceramic 11 Pc ,22139,489679,2009-02-12 10:00:00,12,4.95,27,,,
16163,United Kingdom,Ladle Love Heart Red ,22134,489679,2009-02-12 10:00:00,24,0.42,10.08,,,
16163,United Kingdom,Six String Scandinavian Heart Decs,35979,489679,2009-02-12 10:00:00,12,2.95,27,,,
16163,United Kingdom,Home Building Block Word,21754,489679,2009-02-12 10:00:00,3,5.95,17.85,,,
16163,United Kingdom,12 Daisy Pegs In Wood Box,21448,489679,2009-02-12 10:00:00,12,1.65,19.8,,,
16163,United Kingdom,Bird Decoration Green  Spot,22322,489679,2009-02-12 10:00:00,12,0.85,10.2,,,
16163,United Kingdom,15Cm Christmas Glass Ball 20 Lights,85048,489679,2009-02-12 10:00:00,6,7.95,27,,,
16163,United Kingdom,Bird Decoration Red Spot,22321,489679,2009-02-12 10:00:00,12,0.85,10.2,,,
16163,United Kingdom,Swallows Greeting Card,22030,489679,2009-02-12 10:00:00,12,0.42,5.04,,,
16163,United Kingdom,Tea Party Birthday Card,22027,489679,2009-02-12 10:00:00,12,0.42,5.04,,,
16163,United Kingdom,12 Mini Toadstool Pegs,21440,489679,2009-02-12 10:00:00,12,1.25,15,,,
16163,United Kingdom,Ocean Stripe Hammock ,84795C,489679,2009-02-12 10:00:00,2,7.95,15.9,,,
16163,United Kingdom,Arched Grey Mirror,21304,489679,2009-02-12 10:00:00,1,12.75,12.75,,,
16163,United Kingdom,White Hanging Heart T-Light Holder,85123A,489679,2009-02-12 10:00:00,6,2.95,17.7,,,
16163,United Kingdom,Victorian Sewing Box Small ,21259,489679,2009-02-12 10:00:00,2,5.95,11.9,,,
16163,United Kingdom,Victorian Sewing Box Large,21258,489679,2009-02-12 10:00:00,1,12.75,12.75,,,
16163,United Kingdom,Red Spot Heart Hot Water Bottle,21485,489679,2009-02-12 10:00:00,3,4.95,14.85,,,
16163,United Kingdom,Red/White Dots Ruffled Umbrella,85014B,489679,2009-02-12 10:00:00,3,5.95,17.85,,,
16163,United Kingdom,Two Door Curio Cabinet,21735,489679,2009-02-12 10:00:00,2,12.75,25.5,,,
16163,United Kingdom,Glass Cake Stand Mirrored Base,21752,489679,2009-02-12 10:00:00,1,14.95,14.95,,,
17998,United Kingdom,Vintage Bead Cosmetic Bag ,35649,489681,2009-02-12 10:02:00,2,3.35,6.7,,,
17998,United Kingdom,Vintage Bead Pink Evening Bag,35646,489681,2009-02-12 10:02:00,2,4.25,8.5,,,
17998,United Kingdom,Vintage Bead Pink Scarf ,35651,489681,2009-02-12 10:02:00,1,7.95,7.95,,,
17998,United Kingdom,Vintage Bead Pink Purse ,35648,489681,2009-02-12 10:02:00,1,2.95,2.95,,,
17998,United Kingdom,Japanese Crocheted Animal,84670,489681,2009-02-12 10:02:00,27,0.42,15.12,,,
17998,United Kingdom,Dinosaur Keyrings Assorted,21829,489681,2009-02-12 10:02:00,27,0.21,15.12,,,
17998,United Kingdom,Asstd Design Bubble Gum Ring,84270,489681,2009-02-12 10:02:00,27,0.21,6.3,,,
17998,United Kingdom,Set/6 3D Kit Cards For Kids,85227,489681,2009-02-12 10:02:00,12,0.85,10.2,,,
17998,United Kingdom,Blue Pull Back Racing Car,85226C,489681,2009-02-12 10:02:00,11,0.55,6.05,,,
17998,United Kingdom,Funky Girlz Asst Magnetic Memo Pad,16212,489681,2009-02-12 10:02:00,15,0.65,9.75,,,
17998,United Kingdom,Rex Cash+Carry Jumbo Shopper,21034,489681,2009-02-12 10:02:00,1,0.95,0.95,,,
17193,United Kingdom,Wooden Box Of Dominoes,21889,489680,2009-02-12 10:02:00,27,1.25,27,,,
15759,United Kingdom,Noel Wooden Block Letters ,22121,489682,2009-02-12 10:08:00,3,5.95,17.85,,,
15759,United Kingdom,Baking Set 9 Piece Retrospot ,22138,489682,2009-02-12 10:08:00,6,4.95,27,,,
15759,United Kingdom,Feltcraft Doll Molly,22273,489682,2009-02-12 10:08:00,6,2.95,17.7,,,
15759,United Kingdom,Girls Alphabet Iron On Patches ,84568,489682,2009-02-12 10:08:00,27,0.21,27,,,
16131,United Kingdom,Door Mat Multicolour Stripe,48116,489683,2009-02-12 10:09:00,2,6.75,13.5,,,
16131,United Kingdom,Red Victorian Fabric Oval Box,35095B,489683,2009-02-12 10:09:00,24,0.42,10.08,,,
16131,United Kingdom,Blue Victorian Fabric Heart Box,35096A,489683,2009-02-12 10:09:00,24,0.42,10.08,,,
16131,United Kingdom,Area Patrolled Metal Sign,82582,489683,2009-02-12 10:09:00,27,1.69,27,,,
16131,United Kingdom,Pack 20 English Rose Paper Napkins,84520B,489683,2009-02-12 10:09:00,12,0.85,10.2,,,
16131,United Kingdom,English Rose Notebook A7 Size,84536A,489683,2009-02-12 10:09:00,16,0.42,6.72,,,
16131,United Kingdom, White Cherry Lights,79323W,489683,2009-02-12 10:09:00,24,5.45,27,,,
16131,United Kingdom,Door Mat English Rose ,48184,489683,2009-02-12 10:09:00,2,6.75,13.5,,,
16131,United Kingdom,Vintage Bead Pink Evening Bag,35646,489683,2009-02-12 10:09:00,4,4.25,17,,,
16131,United Kingdom,Assorted Floral Secateurs,47503K,489683,2009-02-12 10:09:00,24,1.95,27,,,
16131,United Kingdom,Pack 20 Dolly Pegs,84691,489683,2009-02-12 10:09:00,24,0.85,20.4,,,
16131,United Kingdom,Assorted Colour Bird Ornament,84879,489683,2009-02-12 10:09:00,24,1.69,27,,,
16131,United Kingdom,Door Mat Friendship ,48189,489683,2009-02-12 10:09:00,2,6.75,13.5,,,
16131,United Kingdom,Single Heart Zinc T-Light Holder,84970L,489683,2009-02-12 10:09:00,24,0.95,22.8,,,
16131,United Kingdom,60 Gold And Silver Fairy Cake Cases,84990,489683,2009-02-12 10:09:00,24,0.55,13.2,,,
16131,United Kingdom,3 Gardenia Morris Boxed Candles,85034A,489683,2009-02-12 10:09:00,24,3.81,27,,,
16131,United Kingdom,Romantic Pinks Ribbons ,85049C,489683,2009-02-12 10:09:00,12,1.25,15,,,
16131,United Kingdom,Doormat Hearts,48194,489683,2009-02-12 10:09:00,2,6.75,13.5,,,
16131,United Kingdom,White Hanging Heart T-Light Holder,85123A,489683,2009-02-12 10:09:00,12,2.95,27,,,
16131,United Kingdom,Assorted Colour Silk Cosmetic Purse,85222,489683,2009-02-12 10:09:00,12,2.1,25.2,,,
16131,United Kingdom,Jasmine Votive Candle,85230F,489683,2009-02-12 10:09:00,24,0.29,6.96,,,
16131,United Kingdom,Retro Red Spotty Washing Up Gloves,20754,489683,2009-02-12 10:09:00,6,2.1,12.6,,,
16131,United Kingdom,Set/5 Blue Spotty Lid Glass Bowls,20913,489683,2009-02-12 10:09:00,6,2.95,17.7,,,
16131,United Kingdom,Set/5 Red Spotty Lid Glass Bowls,20914,489683,2009-02-12 10:09:00,12,2.95,27,,,
16131,United Kingdom,Red Spotty Oven Glove Double,21041,489683,2009-02-12 10:09:00,6,2.95,17.7,,,
16131,United Kingdom,Red Spotty Apron ,21042,489683,2009-02-12 10:09:00,6,5.95,27,,,
16131,United Kingdom,Set/20 Red Spotty Paper Napkins ,21080,489683,2009-02-12 10:09:00,24,0.85,20.4,,,
16131,United Kingdom,Painted Metal Pears Assorted,21136,489683,2009-02-12 10:09:00,24,1.69,27,,,
16131,United Kingdom,Red Spotty Oven Glove ,21154,489683,2009-02-12 10:09:00,10,1.25,12.5,,,
16131,United Kingdom,Red Spotty Peg Bag,21155,489683,2009-02-12 10:09:00,12,2.1,25.2,,,
16131,United Kingdom,Home Sweet Home Metal Sign ,21164,489683,2009-02-12 10:09:00,6,2.95,17.7,,,
16131,United Kingdom,Party Metal Sign ,21172,489683,2009-02-12 10:09:00,12,1.45,17.4,,,
16131,United Kingdom,Please One Person  Metal Sign,21181,489683,2009-02-12 10:09:00,12,2.1,25.2,,,
16131,United Kingdom,Pack Of 72 Retro Spot Cake Cases,21212,489683,2009-02-12 10:09:00,24,0.55,13.2,,,
16131,United Kingdom,Red Spotty Cup,21238,489683,2009-02-12 10:09:00,8,0.85,6.8,,,
16131,United Kingdom,"French Bottle , Lavender",21255,489683,2009-02-12 10:09:00,12,1.65,19.8,,,
16131,United Kingdom,First Aid Tin,21260,489683,2009-02-12 10:09:00,6,3.25,19.5,,,
16131,United Kingdom,Retro Spot Candle  Large,21286,489683,2009-02-12 10:09:00,12,2.55,27,,,
16131,United Kingdom,Glass Heart T-Light Holder ,21313,489683,2009-02-12 10:09:00,24,0.85,20.4,,,
16131,United Kingdom,Relax Large Wood Letters,21359,489683,2009-02-12 10:09:00,2,15.95,27,,,
16131,United Kingdom,Red  Spotty Coffee  Mug,21398,489683,2009-02-12 10:09:00,27,1.75,27,,,
16131,United Kingdom,Retro Spot Ceramic Toastrack,21529,489683,2009-02-12 10:09:00,6,3.45,20.7,,,
16131,United Kingdom,Dairy Maid Large Milk Jug,21534,489683,2009-02-12 10:09:00,3,4.95,14.85,,,
16131,United Kingdom,Red Hanging Metal Star Tlight Hldr,21732,489683,2009-02-12 10:09:00,16,3.39,27,,,
16131,United Kingdom,Small Heart Measuring Spoons,22196,489683,2009-02-12 10:09:00,24,0.85,20.4,,,
16131,United Kingdom,Four Hook  White Lovebirds,22212,489683,2009-02-12 10:09:00,12,2.1,25.2,,,
14560,United Kingdom,60 Gold And Silver Fairy Cake Cases,84990,489684,2009-02-12 10:15:00,27,0.55,26.4,,,
14560,United Kingdom,Red Spotty Round Cake Tins,21217,489684,2009-02-12 10:15:00,5,9.95,27,,,
14560,United Kingdom,Pack 20 English Rose Paper Napkins,84520B,489684,2009-02-12 10:15:00,12,0.85,10.2,,,
14560,United Kingdom,Set/20 Red Spotty Paper Napkins ,21080,489684,2009-02-12 10:15:00,12,0.85,10.2,,,
14560,United Kingdom,Set Of 72 Retro Spot Paper  Doilies,21210,489684,2009-02-12 10:15:00,24,1.45,27,,,
14560,United Kingdom,Ceramic Cake Stand + Hanging Cakes,37449,489684,2009-02-12 10:15:00,4,9.95,27,,,
14560,United Kingdom,Retro Spot Cake Stand,21843,489684,2009-02-12 10:15:00,6,10.95,27,,,
14560,United Kingdom,Cake Stand Lace White,22218,489684,2009-02-12 10:15:00,3,4.25,12.75,,,
14560,United Kingdom,Cake Stand White Two Tier Lace,22215,489684,2009-02-12 10:15:00,2,8.5,17,,,
17087,United Kingdom,Cross Stitch Alphabet Cushion Cover,21837,489687,2009-02-12 10:41:00,3,5.95,17.85,,,
17087,United Kingdom,Blue Spotty Bowl,20675,489687,2009-02-12 10:41:00,8,1.25,10,,,
17087,United Kingdom,Paper Chain Kit 50'S Christmas ,22086,489687,2009-02-12 10:41:00,6,2.95,17.7,,,
17087,United Kingdom,Scottie Dog Hot Water Bottle,22111,489687,2009-02-12 10:41:00,3,4.95,14.85,,,
17087,United Kingdom,Chocolate Hot Water Bottle,22112,489687,2009-02-12 10:41:00,3,4.95,14.85,,,
17087,United Kingdom,Silver Vanilla Flower Candle Pot,21691,489687,2009-02-12 10:41:00,4,3.75,15,,,
17087,United Kingdom,Painted Bird Assorted Christmas,21133,489687,2009-02-12 10:41:00,12,1.69,20.28,,,
17087,United Kingdom,Cosy Hour Cigar Box Matches ,21591,489687,2009-02-12 10:41:00,24,1.25,27,,,
17087,United Kingdom,Retro Spot Small Tube Matches,21584,489687,2009-02-12 10:41:00,20,1.65,27,,,
17087,United Kingdom,Brown Check Cat Doorstop ,21407,489687,2009-02-12 10:41:00,3,4.25,12.75,,,
17087,United Kingdom,Minature Coloured Gardening Set,47505,489687,2009-02-12 10:41:00,3,4.95,14.85,,,
17087,United Kingdom,Assorted Tutti Frutti  Fob Notebook,21640,489687,2009-02-12 10:41:00,24,0.85,20.4,,,
14894,United Kingdom,White Beaded Garland String 20Light,85047,489688,2009-02-12 10:42:00,6,6.35,27,,,
14894,United Kingdom,Light Pink Cherry Lights,79323LP,489688,2009-02-12 10:42:00,24,5.45,27,,,
14894,United Kingdom, White Cherry Lights,79323W,489688,2009-02-12 10:42:00,24,5.45,27,,,
16202,United Kingdom,White Tissue Ream,22415,489695,2009-02-12 10:48:00,1,7.95,7.95,,,
16202,United Kingdom,Noel Wooden Block Letters ,22121,489695,2009-02-12 10:48:00,3,5.95,17.85,,,
16202,United Kingdom,Heart Filigree Dove Large,22295,489695,2009-02-12 10:48:00,12,1.65,19.8,,,
16202,United Kingdom,Red Spot Heart Hot Water Bottle,21485,489695,2009-02-12 10:48:00,3,4.95,14.85,,,
16202,United Kingdom,Pink/Brown Dots Ruffled Umbrella,85014D,489695,2009-02-12 10:48:00,3,5.95,17.85,,,
16202,United Kingdom,Red/White Dots Ruffled Umbrella,85014B,489695,2009-02-12 10:48:00,3,5.95,17.85,,,
16202,United Kingdom,Vintage Cream 3 Basket Cake Stand,72760B,489695,2009-02-12 10:48:00,4,9.95,27,,,
16202,United Kingdom,Antique Lily Fairy Lights,85042,489695,2009-02-12 10:48:00,8,4.95,27,,,
16202,United Kingdom,Vintage Snap Cards,21790,489695,2009-02-12 10:48:00,12,0.85,10.2,,,
16202,United Kingdom,Wooden Box Of Dominoes,21889,489695,2009-02-12 10:48:00,12,1.25,15,,,
16202,United Kingdom,Vintage Snakes & Ladders,21912,489695,2009-02-12 10:48:00,4,3.75,15,,,
16202,United Kingdom,Blossom Images Scrap Book Set,85031B,489695,2009-02-12 10:48:00,24,1.25,27,,,
16202,United Kingdom,White Hanging Heart T-Light Holder,85123A,489695,2009-02-12 10:48:00,6,2.95,17.7,,,
16202,United Kingdom,Union Jack Guns & Roses  Doormat,21955,489695,2009-02-12 10:48:00,2,6.75,13.5,,,
16202,United Kingdom,White Spot Red Ceramic Drawer Knob,21672,489695,2009-02-12 10:48:00,24,1.25,27,,,
16700,United Kingdom,Jumbo  Bag Baroque Black White,85099C,489699,2009-02-12 10:51:00,20,1.95,27,,,
16700,United Kingdom,Jumbo Storage Bag Suki,21931,489699,2009-02-12 10:51:00,10,1.95,19.5,,,
16700,United Kingdom,Jumbo Storage Bag Skulls,21930,489699,2009-02-12 10:51:00,10,1.95,19.5,,,
16700,United Kingdom,Pack Of 72 Retro Spot Cake Cases,21212,489699,2009-02-12 10:51:00,24,0.55,13.2,,,
16700,United Kingdom,Camouflage Led Torch,21833,489699,2009-02-12 10:51:00,12,1.69,20.28,,,
16700,United Kingdom,Food Container Set 3 Love Heart ,22131,489699,2009-02-12 10:51:00,6,1.95,11.7,,,
16700,United Kingdom,Scottie Dog Hot Water Bottle,22111,489699,2009-02-12 10:51:00,3,4.95,14.85,,,
16700,United Kingdom,T-Light Holder White Lace,22216,489699,2009-02-12 10:51:00,12,0.85,10.2,,,
16700,United Kingdom,White Lovebird Lantern,22224,489699,2009-02-12 10:51:00,6,2.95,17.7,,,
16700,United Kingdom,Paper Chain Kit Retro Spot,22083,489699,2009-02-12 10:51:00,6,2.95,17.7,,,
16700,United Kingdom,Paper Chain Kit 50'S Christmas ,22086,489699,2009-02-12 10:51:00,6,2.95,17.7,,,
16700,United Kingdom,Tea Bag Plate Red Spotty ,22348,489699,2009-02-12 10:51:00,12,0.85,10.2,,,
16700,United Kingdom,"Charlotte Bag , Suki Design",22355,489699,2009-02-12 10:51:00,20,0.85,17,,,
16700,United Kingdom,"Charlotte Bag , Pink/White Spots",22356,489699,2009-02-12 10:51:00,10,0.85,8.5,,,
16700,United Kingdom,Assorted Colour Bird Ornament,84879,489699,2009-02-12 10:51:00,8,1.69,13.52,,,
16700,United Kingdom,Charlie And Lola Figures Tins,85132C,489699,2009-02-12 10:51:00,1,9.95,9.95,,,
16700,United Kingdom,Charlie And Lola Charlotte Bag,21100,489699,2009-02-12 10:51:00,10,1.65,16.5,,,
16700,United Kingdom,Jumbo Bag Red White Spotty ,85099B,489699,2009-02-12 10:51:00,10,1.95,19.5,,,
16700,United Kingdom,Small Red Spot  Windmill,21746,489699,2009-02-12 10:51:00,12,1.25,15,,,
16700,United Kingdom,Set Of 72 Retro Spot Paper  Doilies,21210,489699,2009-02-12 10:51:00,12,1.45,17.4,,,
16700,United Kingdom,Pink Spotty Childs Umbrella,20681,489699,2009-02-12 10:51:00,6,3.25,19.5,,,
16700,United Kingdom,Red Spotty Cup,21238,489699,2009-02-12 10:51:00,8,0.85,6.8,,,
16700,United Kingdom,Retro Spot Traditional Teapot ,21527,489699,2009-02-12 10:51:00,2,7.95,15.9,,,
16700,United Kingdom,Retro Spot Sugar Jam Bowl,21531,489699,2009-02-12 10:51:00,6,2.55,15.3,,,
16700,United Kingdom,Retro Spot Small Milk Jug,21535,489699,2009-02-12 10:51:00,6,2.55,15.3,,,
16700,United Kingdom,Frying Pan Union Flag,22207,489705,2009-02-12 10:52:00,4,4.25,17,,,
17511,United Kingdom,Paper Chain Kit 50'S Christmas ,22086,489702,2009-02-12 10:52:00,27,2.55,27,,,
17511,United Kingdom,White Hanging Heart T-Light Holder,85123A,489702,2009-02-12 10:52:00,27,2.55,27,,,
17511,United Kingdom,Cream Sweetheart Trays,85065,489702,2009-02-12 10:52:00,10,9.95,27,,,
17511,United Kingdom,Red Spotty Coir Doormat,20685,489702,2009-02-12 10:52:00,10,5.95,27,,,
17511,United Kingdom,Strawberry Bath Sponge ,20961,489702,2009-02-12 10:52:00,10,1.25,12.5,,,
17511,United Kingdom,Apple Bath Sponge,20963,489702,2009-02-12 10:52:00,10,1.25,12.5,,,
17511,United Kingdom,Sandwich Bath Sponge,20966,489702,2009-02-12 10:52:00,10,1.25,12.5,,,
17511,United Kingdom,Watermelon Bath Sponge,20960,489702,2009-02-12 10:52:00,10,1.25,12.5,,,
17511,United Kingdom,"Popcorn Holder , Small ",22197,489702,2009-02-12 10:52:00,27,0.72,27,,,
17511,United Kingdom,Red Spotty Cup,21238,489702,2009-02-12 10:52:00,27,0.72,27,,,
17511,United Kingdom,Green Spotty Cup,21241,489702,2009-02-12 10:52:00,27,0.72,27,,,
17511,United Kingdom,Pink Spotty Bowl,20677,489702,2009-02-12 10:52:00,27,1.06,27,,,
17511,United Kingdom,Blue Spotty Bowl,20675,489702,2009-02-12 10:52:00,27,1.06,27,,,
17511,United Kingdom,Green Spotty Bowl,20674,489702,2009-02-12 10:52:00,27,1.06,27,,,
17511,United Kingdom,Pack Of 72 Retro Spot Cake Cases,21212,489702,2009-02-12 10:52:00,27,0.42,27,,,
17511,United Kingdom,Set/6 Red Spotty Paper Plates,21094,489702,2009-02-12 10:52:00,27,0.64,27,,,
17511,United Kingdom,Set/6 Red Spotty Paper Cups,21086,489702,2009-02-12 10:52:00,27,0.65,27,,,
17511,United Kingdom,36 Pencils Tube Red Spotty,20979,489702,2009-02-12 10:52:00,27,1.06,27,,,
17511,United Kingdom,Full English Breakfast Plate,22109,489702,2009-02-12 10:52:00,16,3.39,27,,,
17511,United Kingdom,Red Spotty Round Cake Tins,21217,489702,2009-02-12 10:52:00,12,8.95,27,,,
17511,United Kingdom,Vintage Heads And Tails Card Game ,21791,489702,2009-02-12 10:52:00,27,1.06,27,,,
17511,United Kingdom,Bag 125G Swirly Marbles,21703,489702,2009-02-12 10:52:00,27,0.36,27,,,
17511,United Kingdom,Bingo Set,21888,489702,2009-02-12 10:52:00,8,3.75,27,,,
17511,United Kingdom,Multicolour 3D Balls Garland,21205,489702,2009-02-12 10:52:00,27,2.1,27,,,
17511,United Kingdom,Box Of 24 Cocktail Parasols,84692,489702,2009-02-12 10:52:00,27,0.42,27,,,
17511,United Kingdom,String Of 20 Rose Lights,21477,489702,2009-02-12 10:52:00,20,10.95,27,,,
17511,United Kingdom, White Cherry Lights,79323W,489702,2009-02-12 10:52:00,24,5.45,27,,,
17511,United Kingdom,Jumbo Bag Red White Spotty ,85099B,489702,2009-02-12 10:52:00,27,1.65,27,,,
17511,United Kingdom,Jumbo Storage Bag Suki,21931,489702,2009-02-12 10:52:00,27,1.65,27,,,
17511,United Kingdom,Jumbo Bag Strawberry,85099F,489702,2009-02-12 10:52:00,27,1.65,27,,,
14299,United Kingdom,White Tissue Ream,22415,489723,2009-02-12 10:58:00,2,7.95,15.9,,,
14299,United Kingdom,Hot Water Bottle Tea And Sympathy,22114,489723,2009-02-12 10:58:00,24,3.45,27,,,
14299,United Kingdom,Christmas Craft Heart Stocking ,22145,489723,2009-02-12 10:58:00,27,1.85,27,,,
14299,United Kingdom,Red Spot Heart Hot Water Bottle,21485,489723,2009-02-12 10:58:00,24,4.25,27,,,
14299,United Kingdom,World War 2 Gliders Asstd Designs,84077,489723,2009-02-12 10:58:00,27,0.18,27,,,
14299,United Kingdom,Red Woolly Hottie White Heart.,84029E,489723,2009-02-12 10:58:00,27,2.95,27,,,
14299,United Kingdom,Scottie Dog Hot Water Bottle,22111,489723,2009-02-12 10:58:00,27,4.25,27,,,
14299,United Kingdom,Fairy Cake Candles,72756,489723,2009-02-12 10:58:00,27,1.25,27,,,
14299,United Kingdom,Door Mat English Rose ,48184,489723,2009-02-12 10:58:00,10,5.95,27,,,
14299,United Kingdom,Door Mat Black Flock ,48173C,489723,2009-02-12 10:58:00,10,5.95,27,,,
14299,United Kingdom,Red/White Dots Ruffled Umbrella,85014B,489723,2009-02-12 10:58:00,12,5.95,27,,,
14299,United Kingdom,Strawberry Scented Set/9 T-Lights,85231E,489723,2009-02-12 10:58:00,27,0.85,27,,,
14299,United Kingdom,Cinammon Set Of 9 T-Lights,85231B,489723,2009-02-12 10:58:00,27,0.85,27,,,
14299,United Kingdom,Set/20 Red Spotty Paper Napkins ,21080,489723,2009-02-12 10:58:00,24,0.85,20.4,,,
14299,United Kingdom,Christmas Toilet Roll,21098,489723,2009-02-12 10:58:00,27,1.06,27,,,
14299,United Kingdom,Set Of 6 Girls Celebration Candles,21126,489723,2009-02-12 10:58:00,12,1.25,15,,,
14299,United Kingdom,Pack Of 72 Retro Spot Cake Cases,21212,489723,2009-02-12 10:58:00,27,0.42,27,,,
14299,United Kingdom,Sweetheart Ceramic Trinket Box,21231,489723,2009-02-12 10:58:00,27,1.06,27,,,
14299,United Kingdom,Strawberry Ceramic Trinket Box,21232,489723,2009-02-12 10:58:00,27,1.06,27,,,
14299,United Kingdom,Red Gingham Rose Jewellery Box,21429,489723,2009-02-12 10:58:00,8,1.65,13.2,,,
14299,United Kingdom,Wrap Christmas Screen Print,22049,489723,2009-02-12 10:58:00,25,0.42,10.5,,,
14299,United Kingdom,Chocolate Calculator,21832,489723,2009-02-12 10:58:00,27,1.65,27,,,
14299,United Kingdom,Pink Doughnut Trinket Pot ,22064,489723,2009-02-12 10:58:00,27,1.45,27,,,
14299,United Kingdom,Cream Heart Card Holder,22189,489723,2009-02-12 10:58:00,27,3.39,27,,,
14299,United Kingdom,Large Heart Measuring Spoons,22195,489723,2009-02-12 10:58:00,27,1.45,27,,,
14299,United Kingdom,Chocolate Hot Water Bottle,22112,489723,2009-02-12 10:58:00,27,4.25,27,,,
17949,United Kingdom,Set3 Book Box Green Gingham Flower ,21428,489726,2009-02-12 11:07:00,27,3.75,27,,,
17949,United Kingdom,"Popcorn Holder , Small ",22197,489725,2009-02-12 11:07:00,27,0.72,27,,,
17949,United Kingdom,Paper Chain Kit 50'S Christmas ,22086,489727,2009-02-12 11:09:00,27,2,27,,,
14799,United Kingdom,Door Mat Black Flock ,48173C,489728,2009-02-12 11:18:00,4,6.75,27,,,
14799,United Kingdom,Fancy Font Home Sweet Home Doormat,21523,489728,2009-02-12 11:18:00,2,6.75,13.5,,,
14799,United Kingdom,Scotts Roses Tile Coaster,84926B,489728,2009-02-12 11:18:00,24,1.25,27,,,
14799,United Kingdom,Disco Ball Rotator Battery Operated,21464,489728,2009-02-12 11:18:00,2,4.25,8.5,,,
14799,United Kingdom,Mirrored Disco Ball ,21463,489728,2009-02-12 11:18:00,2,5.95,11.9,,,
14799,United Kingdom,Disco Ball Christmas Decoration,20668,489728,2009-02-12 11:18:00,27,0.1,27,,,
14799,United Kingdom,Noel Garland Painted Zinc ,22340,489728,2009-02-12 11:18:00,12,1.65,19.8,,,
14799,United Kingdom,Garland With Hearts And Bells,21812,489728,2009-02-12 11:18:00,6,4.95,27,,,
14799,United Kingdom,S/4 Burgundy Wine Dinner Candles,72801G,489728,2009-02-12 11:18:00,3,1.25,3.75,,,
14799,United Kingdom,Etched Glass Star Tree Decoration,21009,489728,2009-02-12 11:18:00,6,1.25,7.5,,,
15311,United Kingdom,Colour Glass. Star T-Light Holder,71477,489733,2009-02-12 11:20:00,24,2.75,27,,,
15311,United Kingdom,"Set 3 Red Spot Tin Tea,Coffee,Sugar",21216,489733,2009-02-12 11:20:00,24,4.25,27,,,
16550,United Kingdom,Blue/White Ribbed Melamine Jug,84562B,489743,2009-02-12 11:24:00,2,7.95,15.9,,,
16550,United Kingdom,60 Gold And Silver Fairy Cake Cases,84990,489743,2009-02-12 11:24:00,24,0.55,13.2,,,
16550,United Kingdom,Pack Of 72 Retro Spot Cake Cases,21212,489743,2009-02-12 11:24:00,24,0.55,13.2,,,
16550,United Kingdom,Pack Of 72 Skull Cake Cases,21213,489743,2009-02-12 11:24:00,24,0.55,13.2,,,
16550,United Kingdom,Pack Of 60 Pink Paisley Cake Cases,21977,489743,2009-02-12 11:24:00,24,0.55,13.2,,,
16550,United Kingdom,Toast Its - Dinosaur,21357,489743,2009-02-12 11:24:00,10,1.25,12.5,,,
16550,United Kingdom,Toast Its - Fairy Flower,21356,489743,2009-02-12 11:24:00,10,1.25,12.5,,,
16550,United Kingdom,Toast Its - I Love You ,21355,489743,2009-02-12 11:24:00,8,1.25,10,,,
16550,United Kingdom,Silver Hanging T-Light Holder Dome,84948,489743,2009-02-12 11:24:00,12,1.65,19.8,,,
16550,United Kingdom,Blue  Spotty Cup,21240,489743,2009-02-12 11:24:00,8,0.85,6.8,,,
16550,United Kingdom,Blue  Spotty Plate ,21244,489743,2009-02-12 11:24:00,8,1.69,13.52,,,
16550,United Kingdom,"Popcorn Holder , Large",22198,489743,2009-02-12 11:24:00,25,1.65,27,,,
16550,United Kingdom,Pink Heart Shape Egg Frying Pan,84050,489743,2009-02-12 11:24:00,3,1.65,4.95,,,
16550,United Kingdom,Skull Lunchbox With Cutlery ,21558,489743,2009-02-12 11:24:00,4,2.55,10.2,,,
